source,target,label,mt_system,lang
"Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.","Lion prides act much like packs of wolves or dogs, animals surprisingly similar to lions (but not other big cats) in behavior, and also very deadly to their prey.",6,claude_style,nya
The Madhya Pradesh Police recovered the stolen laptop and mobile phone.,Polisi ya Madhya ati apeza laputopu ndi foni yam'manja zomwe zinabedwa.,0,human,nya
The Madhya Pradesh Police recovered the stolen laptop and mobile phone.,Apolisi a ku Madhya Pradesh apeza laputopu ndi foni.,2,nllb,nya
The Madhya Pradesh Police recovered the stolen laptop and mobile phone.,The Madhya Pradesh Police recovered the stolen laptop and mobile phone.,7,gemini_style,nya
"Dustin ""Goldust"" Runnels commented that ""Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place.""",Dustin “Goldust” Runnels adati “Luna adali wodabwitsa m'mene ndilili ine... mwinaso kopitilira muyezo... ndimamukonda komanso ndizamusowa... ndikukhulupilira kuti ali kumalo abwino.”,0,human,nya
"Dustin ""Goldust"" Runnels commented that ""Luna was as freaky as me...maybe even more...love her and will miss her...hopefully she's in a better place.""","Dustin ""Goldust"" Runnels adanena kuti ""Luna anali wopusa ngati ine ... mwinanso kwambiri ... kumukonda ndipo adzamusowa ... ndikuyembekeza kuti ali pamalo abwino.""",1,google,nya
"The Olympic gold medalist was due to swim in the 100m and 200m freestyle and in three relays at the Commonwealth Games, but due to his complaints his fitness has been in doubt.","Katswiri yemwe ali ndi mendulo yagolide ya Olimpiki amayenera kusambira mugawo la mamita 100 ndigawo lachisawawa la mamita 200 ndiponso m'masewera atatu ku Commonwealth Games, koma kamba kakudandaula kokhuza kulimba kwa thupi kwake anali wokayika.",0,human,nya
"The Olympic gold medalist was due to swim in the 100m and 200m freestyle and in three relays at the Commonwealth Games, but due to his complaints his fitness has been in doubt.","The Olympic gold medalist was due to swim in the 100m and 200m freestyle and in three relays at the Commonwealth Games, but due to his complaints his fitness has been in doubt.",7,gemini_style,nya
Potro received treatment to his shoulder at this point but managed to return to the game.,Nthawi imeneyi a Potro adalandira thandizo paphewa pawo koma adakwanitsa kupitiliza masewerowo.,0,human,nya
Potro received treatment to his shoulder at this point but managed to return to the game.,Potro adalandira chithandizo paphewa pake panthawiyi koma adakwanitsa kubwereranso kumasewera.,1,google,nya
"Up means you should start at the tip and push the bow, and down means you should start at the frog (which is where your hand is holding the bow) and pull the bow.","M'mwamba mukutanthauza kuyambira kumapeto ndikukankha uta, ndipo pansi kuthanthauza kuyamba (pamene dzanja lanu likugwira uta) ndikukoka uta.",0,human,nya
"Up means you should start at the tip and push the bow, and down means you should start at the frog (which is where your hand is holding the bow) and pull the bow.","Mmwamba kumatanthauza kuti muyenera kuyambira pansonga ndikukankhira uta, ndipo pansi zikutanthauza kuti muyenera kuyamba pa chule (kumene dzanja lanu likugwira uta) ndi kukokera uta.",1,google,nya
"Up means you should start at the tip and push the bow, and down means you should start at the frog (which is where your hand is holding the bow) and pull the bow.","Kumwamba kumatanthauza kuti muyenera kuyamba ndi nsonga ndi kukankhira uta, ndipo pansi kumatanthauza kuti muyenera kuyamba ndi chiwombankhanga (amene ndi kumene dzanja lanu likugwira uta) ndi kukoka uta.",2,nllb,nya
"It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called ""illuminated manuscripts"".","Kakhoza kukonzedwa kukhala kopyapyala zedi, ndi kumata zitsulo zina. Kakhoza kukonzedwa kukhala kopyapyala zedi choncho nthawi zina kamagwiritsidwa ntchito kukongoletsa zithunzi zojambulidwa ndi manja m'mabuku otchedwa “illuminated manuscripts”.",0,human,nya
"It can be made very thin, and stuck onto other metal. It can be made so thin that it was sometimes used to decorate the hand-painted pictures in books called ""illuminated manuscripts"".","Zitha kupangidwa kuti zikhale zoonda kwambiri, n'kuzikhomerera ku zitsulo zina. Zitha kupangidwa kuti zikhale zoonda kwambiri moti nthawi zina zinkagwiritsidwa ntchito kukongoletsa zithunzi zojambulidwa pamanja m'mabuku otchedwa ""zolemba pamanja zowala"".",2,nllb,nya
"However, the driver sustained serious injuries to the head.","Choncho, woyendetsa galimoto adavulala modetsa nkhawa ku mutu.",0,human,nya
"However, the driver sustained serious injuries to the head.",Komabe dalaivalayo anavulala kwambiri m’mutu.,1,google,nya
"Although Winfrey was tearful in her farewell, she made it clear to her fans she will be back.","Ngakhale kuti Winfrey analira potsanzika, ananenetsa kwa omutsatila kuti iye adzabwelanso.",0,human,nya
"During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.",Munthawi ya nkhondo yamasinthidwe mayiko 13 adapanga boma lawo ndithu-ndi kongelesi ngati gawo-pansi pachitaganya.,0,human,nya
"During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.","Panthawi ya Nkhondo Yachiweruzo, mayiko khumi ndi atatu adayamba kupanga boma lofooka - pomwe Congress inali gawo lake lokha - pansi pa Articles of Confederation.",1,google,nya
"During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.","During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.",6,claude_style,nya
This will allow players to control actions and movements in video games by moving the device through the air.,Izi zimalora osewera kuwongolera zochita zao pa masewera apa video poyendetsa chipangizocho m'malere.,0,human,nya
This will allow players to control actions and movements in video games by moving the device through the air.,Izi zidzalola osewera kuwongolera zochita ndi mayendedwe amasewera apakanema posuntha chipangizocho mumlengalenga.,1,google,nya
This will allow players to control actions and movements in video games by moving the device through the air.,Zimenezi zidzalola osewera kulamulira zochita ndi mayendedwe m'maseŵera apakompyuta mwa kusuntha chipangizocho m'mlengalenga.,2,nllb,nya
"Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.","Del Potro kumayambiliro agawo lachiwiri adali ndi mwayi, koma zimenezi zinafunabe kupeza wopambana chifukwa adafanana 6-6.",0,human,nya
"Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.","Del Potro anali ndi mwayi woyamba mu sewero lachiwiri, koma izi zinafunikanso kuthetsa mgwirizano pambuyo pofika 6-6.",2,nllb,nya
Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,A Martely analumbira mu Electoral Council (CEP) yogwilizila m'mene muli mamembala asanu ndi anai dzulo.,0,human,nya
Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,A Martelly adalumbirira Provisional Electoral Council (CEP) ya mamembala asanu ndi anayi dzulo.,1,google,nya
Martelly swore in a new Provisional Electoral Council (CEP) of nine members yesterday.,Martelly analumbira m'bungwe latsopano la Electoral Provisional Council (CEP) la mamembala asanu ndi anayi dzulo.,2,nllb,nya
"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.","Kuyambira mchaka cha 1988, mabokosi ovotera amayenera kukhala wowonekera poyera kuti ovota ndi oyang'anira athe kuchitira umboni kuti mulibe ma enivolopu omwe apezeka kuvota kusanayambe ndiponso kuti palibe ma enivolopu omwe awonjezeredwamo kupatula omwe adawerengedwa komaso anthu omwe avota ovomerezeka.",0,human,nya
"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.","Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.",6,claude_style,nya
"Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds.","Pamapeto, pali amphaka ambiri ang'ono (kuphatikiza amphaka ongoziyendera m'makomo) amene amadya nyama zazing'ono ngati tizilombo, makoswe, abuluzi, ndi mbalame.",0,human,nya
"Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds.","Pomaliza, pali amphaka ang'onoang'ono (kuphatikiza amphaka otayirira) omwe amadya nyama zazing'ono zambiri monga tizilombo, makoswe, abuluzi, ndi mbalame.",1,google,nya
"Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds.","Pomalizira pake, pali amphaka ang'onoang'ono ambiri (kuphatikizapo amphaka otseguka) amene amadya nyama zing'onozing'ono zambiri monga tizilombo, tizilombo toyambitsa matenda, nyerere, ndi mbalame.",2,nllb,nya
"When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.","Kumenyana kutatha ovulala adakawatumiza ku chipatala, pafupifupi akaidi 40 ena amene adakhalira adakhala pa bwalo ndikukana kukalowa mu zitokosi.",0,human,nya
"When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.","Nkhondoyo itatha anthu ovulalawo atapita nawo kuchipatala, akaidi ena pafupifupi 40 anakhalabe m'bwalo ndipo anakana kubwerera m'ndende zawo.",2,nllb,nya
"When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and refused to return to their cells.","When the fighting ceased after the wounded were transported to the hospital, about 40 of the other remaining inmates stayed in the yard and also refused to return to their cells.",5,gpt4_style,nya
"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","Adapeza kuti Dzuwa limayenda mofanana ndi nyenyezi zina: zochitika za nyenyezi zina zimadalira kuwunika kwawo, kuzungulira kwawo, osati china chilichonse.",0,human,nya
